isolate_id,genotype,collection_time,zoe_genotype,location,profile_lab,PB2,PB1,PA,HA,NP,NA,MP,NS,genotypenew
EPI_ISL_16297086,B1,2022.822,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297119,B1,2022.852,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297120,B1,2022.855,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_13433412,B1,2022.258,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16003270,B1,2022.34,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297127,B1,2022.819,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297138,B1,2022.803,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297327,B1,2022.833,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297069,B1,2022.833,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297339,B1,2022.797,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297345,B1,2022.784,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297346,B1,2022.792,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297347,B1,2022.784,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297348,B1,2022.784,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297349,B1,2022.784,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297352,B1,2022.781,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297357,B1,2022.778,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297371,B1,2022.773,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297376,B1,2022.762,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964917,B1,2023.222,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16102157,B1,2022.279,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297338,B1,2022.795,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16102159,B1,2022.279,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16102160,B1,2022.282,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964957,B1,2023.318,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964969,B1,2023.195,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964976,B1,2023.252,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297076,B1,2022.822,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297139,B1,2022.803,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297142,B1,2022.797,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297326,B1,2022.797,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297363,B1,2022.775,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16555203,B1,2022.389,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297066,B1,2022.803,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297068,B1,2022.83,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964970,B1,2023.26,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964977,B1,2023.205,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_13433376,B1,2022.255,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_13433388,B1,2022.255,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16171494,B1,2022.323,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16171504,B1,2022.318,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16173528,B1,2022.255,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16174374,B1,2022.249,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16240634,B1,2022.304,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297125,B1,2022.838,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16240635,B1,2022.304,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16240636,B1,2022.304,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16240637,B1,2022.304,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16243970,B1,2022.356,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16244010,B1,2022.359,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16013986,B1,2022.378,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16013987,B1,2022.356,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16013990,B1,2022.411,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16013993,B1,2022.252,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16014112,B1,2022.277,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297366,B1,2022.778,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297375,B1,2022.756,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16014448,B1,2022.288,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16632524,B1,2022.556,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964903,B1,2023.175,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271820,B1,2022.874,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16102158,B1,2022.279,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271836,B1,2022.89,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271837,B1,2022.888,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271838,B1,2022.885,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271842,B1,2022.838,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271843,B1,2022.838,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271844,B1,2022.838,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271849,B1,2022.874,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271850,B1,2022.874,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271853,B1,2022.852,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271857,B1,2022.849,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16243872,B1,2022.37,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16171482,B1,2022.321,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964968,B1,2023.26,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16243253,B1,2022.285,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271863,B1,2022.841,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271864,B1,2022.841,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16171483,B1,2022.321,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271862,B1,2022.841,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297122,B1,2022.871,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271860,B1,2022.852,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16248229,B1,2022.285,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271847,B1,2022.841,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271858,B1,2022.86,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297381,B1,2022.773,G5,NorthAmerica,B1.2,am1.1,am1.1,am1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16297075,B1,2022.822,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964952,B1,2023.301,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964955,B1,2023.321,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964951,B1,2023.301,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16243883,B1,2022.37,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271828,B1,2022.89,G7,NorthAmerica,B1.1,am1.1,am1.1,ea1,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_16271832,B1,2022.874,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_17964918,B1,2023.222,G5,NorthAmerica,B1.3,am1.3,am1.3,am1.2,ea1,am1.2,ea1,ea1,ea1,G5
EPI_ISL_13434489,B2,2022.258,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285552,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15004056,B2,2022.258,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13434551,B2,2022.258,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285551,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285558,B2,2022.252,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431311,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285554,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285557,B2,2022.252,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431310,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431690,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15004057,B2,2022.26,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431688,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431689,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13432606,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285559,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285560,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13434477,B2,2022.258,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15063668,B2,2022.266,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13433435,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13433447,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15078237,B2,2022.279,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15078238,B2,2022.299,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15077371,B2,2022.282,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15004055,B2,2022.258,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285543,B2,2022.252,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285548,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16003266,B2,2022.351,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16003267,B2,2022.351,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16101522,B2,2022.277,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285553,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16101523,B2,2022.277,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16101527,B2,2022.282,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16101528,B2,2022.282,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16101529,B2,2022.282,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102165,B2,2022.279,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15078240,B2,2022.315,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285542,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15214843,B2,2022.266,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16003265,B2,2022.351,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102171,B2,2022.285,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102172,B2,2022.29,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102173,B2,2022.29,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102227,B2,2022.285,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102228,B2,2022.285,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102261,B2,2022.285,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102262,B2,2022.285,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431691,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431692,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102167,B2,2022.293,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15078252,B2,2022.433,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102169,B2,2022.293,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102170,B2,2022.285,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431697,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13052717,B2,2022.329,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13052718,B2,2022.329,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13052719,B2,2022.329,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13052722,B2,2022.353,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13052723,B2,2022.353,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13052724,B2,2022.351,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_15077375,B2,2022.293,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13117299,B2,2022.375,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285536,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16102168,B2,2022.293,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285538,B2,2022.247,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285541,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171408,B2,2022.312,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171412,B2,2022.304,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171413,B2,2022.304,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171416,B2,2022.315,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171419,B2,2022.315,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171454,B2,2022.315,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171455,B2,2022.315,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171457,B2,2022.315,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171468,B2,2022.321,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171469,B2,2022.321,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13285537,B2,2022.249,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13286627,B2,2022.247,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431305,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431306,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431307,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431309,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171500,B2,2022.326,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171501,B2,2022.326,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431312,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171503,B2,2022.326,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171510,B2,2022.326,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171511,B2,2022.326,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171512,B2,2022.332,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171470,B2,2022.321,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431694,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431695,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_13431696,B2,2022.255,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171528,B2,2022.364,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
EPI_ISL_16171530,B2,2022.247,G2,NorthAmerica,B2.1,am1.2,ea1,ea1,ea1,am1.1,ea1,ea1,ea1,G4
